year_no,week_no,year_week,spot,future_0y,future_1y,future_2y,future_3y
2018,12,2018-12,97.3,,97.6,78.8,36
2018,13,2018-13,96.75,,97.75,78.25,36
2018,14,2018-14,100.25,,103,83.75,38
2018,15,2018-15,103.1,,105.9,86.1,39
2018,16,2018-16,106.5,,109.1,88.85,39
2018,17,2018-17,122,,126.7,102.1,41
2018,18,2018-18,160.5,,165.5,136.25,45.25
2018,19,2018-19,153.75,,153.75,123.5,45.5
2018,20,2018-20,148.2,,151,117.9,43.2
2018,21,2018-21,155.9,,158.7,123.4,42
2018,22,2018-22,169.1,,171,127.6,41.8
2018,23,2018-23,161,,165.5,126,41
2018,24,2018-24,156.8,,159.2,116.8,40.2
2018,25,2018-25,153,,156.5,111.25,39.5
2018,26,2018-26,152.3,,155.8,109.95,37.4
2018,27,2018-27,154,,157.8,111.2,35.4
2018,28,2018-28,169.9,,173.2,119.2,34.4
2018,29,2018-29,176.7,,177.6,124,34
2018,30,2018-30,183.6,,188.1,140.2,34.2
2018,31,2018-31,198.2,,200,152,34
2018,32,2018-32,190.4,,192.2,140,34
2018,33,2018-33,192,,195.4,148.75,31.8
2018,34,2018-34,214.5,,216.9,166.8,28
2018,35,2018-35,249,,254.6,190.6,29.8
2018,36,2018-36,263,,266.8,195.2,34.6
2018,37,2018-37,270.6,,273,191.6,46.4
2018,38,2018-38,234.8,,237,173.5,45
2018,39,2018-39,250.35,,236,169.9,45.8
2018,40,2018-40,234,,235.8,174.3,47.6
2018,41,2018-41,218.4,,219.2,184.2,48
2018,42,2018-42,203.2,,205,197,47
2018,43,2018-43,188,,188,186.8,47.2
2018,44,2018-44,147.6,,148,146.8,44.2
2018,45,2018-45,151.8,,154,149.8,46.2
2018,46,2018-46,172.8,,177,172.2,51.4
2018,47,2018-47,164.3,,165.4,165.2,51.8
2018,48,2018-48,164.8,,167,160.6,50.6
2018,49,2018-49,175.2,,177.2,169.2,51
2018,50,2018-50,180.7,,183.4,177.9,51
2018,51,2018-51,165.2,,166.2,165.2,38.7
2018,52,2018-52,161.5,,164,161.5,28.5
2019,1,2019-01,170.33,170,168,29,26
2019,2,2019-02,184.2,182.8,183.2,28,26
2019,3,2019-03,195.2,194.6,194.4,25.6,25.2
2019,4,2019-04,182.8,182.4,180.7,22,20.8
2019,5,2019-05,182.8,183.4,180.6,20,16.2
2019,6,2019-06,180.6,180.8,179,19.4,13.8
2019,7,2019-07,138.6,137.2,134,18.6,11.4
2019,8,2019-08,132.3,131.6,131.5,23.4,11
2019,9,2019-09,131.2,131,131.4,20.6,15
2019,10,2019-10,131.2,131.3,130,21.8,15.3
2019,11,2019-11,127.5,,124,23.4,15.3
2019,12,2019-12,90.4,,89,23,12.2
2019,13,2019-13,88.2,,89.8,22.3,11.6
2019,14,2019-14,82.2,,83.6,21.4,11
2019,15,2019-15,73.2,,73.4,23.2,12
2019,16,2019-16,58,,57.25,25,14.63
2019,17,2019-17,55.25,,56.25,25.25,16.38
2019,18,2019-18,53,,55.25,25.38,17.5
2019,19,2019-19,54.4,,55.8,25.7,19.2
2019,20,2019-20,51,,52.4,24.8,19.2
2019,21,2019-21,45.6,,46.4,22,16.4
2019,22,2019-22,43,,44.75,21.75,16
